time,x,y,z
3.468,0.02,0.01,-0.12
3.476,0.03,0.02,-0.12
3.477,0.04,0.03,-0.12
3.489,0.03,0.01,-0.12
3.490,0.02,0.03,-0.11
3.491,0.04,0.03,-0.10
3.493,0.06,0.03,-0.11
3.497,0.05,-0.01,-0.09
3.502,0.03,0.00,-0.08
3.509,-0.00,-0.01,-0.08
3.513,0.02,-0.03,-0.06
3.515,-0.02,-0.00,-0.07
3.522,-0.00,-0.02,-0.07
3.541,-0.04,-0.06,-0.06
3.546,-0.00,-0.06,-0.07
3.557,-0.03,-0.05,-0.06
3.557,-0.01,-0.05,-0.05
3.558,-0.02,-0.04,-0.08
3.560,-0.01,-0.02,-0.06
3.562,0.02,0.01,-0.06
3.563,0.01,0.06,-0.05
3.565,0.01,0.07,-0.06
3.566,0.01,0.10,-0.04
3.570,0.02,0.10,-0.05
3.572,0.01,0.09,-0.03
3.589,0.01,0.08,-0.03
3.600,-0.01,0.06,-0.02
3.601,0.01,0.01,-0.02
3.601,0.01,0.00,-0.02
3.602,0.00,-0.04,0.00
3.603,0.02,-0.07,-0.01
3.604,0.01,-0.07,-0.01
3.613,-0.01,-0.10,0.01
3.614,-0.00,-0.09,-0.00
3.616,0.02,-0.06,0.01
3.622,0.03,-0.07,0.01
3.639,0.01,-0.05,0.00
3.640,0.02,-0.04,-0.00
3.641,0.02,-0.04,0.00
3.642,0.03,-0.04,-0.01
3.643,0.01,-0.06,-0.01
3.650,0.02,-0.06,-0.01
3.653,0.01,-0.05,-0.00
3.656,0.04,-0.02,-0.02
3.674,0.01,-0.05,-0.02
3.675,0.03,-0.02,-0.01
3.675,0.04,-0.02,-0.02
3.676,0.02,0.03,-0.02
3.678,0.02,0.06,-0.03
3.683,0.00,0.06,-0.04
3.690,0.01,0.08,-0.03
3.694,0.01,0.10,-0.04
3.696,-0.01,0.08,-0.05
3.702,0.01,0.06,-0.05
3.707,0.01,0.04,-0.04
3.711,-0.00,0.01,-0.03
3.714,0.02,-0.04,-0.04
3.720,0.02,-0.07,-0.04
3.723,0.01,-0.13,-0.04
3.731,0.03,-0.10,-0.04
3.734,0.03,-0.09,-0.04
3.739,0.03,-0.08,-0.04
3.740,0.01,-0.04,-0.04
3.745,0.03,0.01,-0.04
3.756,0.02,0.04,-0.03
3.759,0.03,0.05,-0.03
3.760,0.03,0.08,-0.02
3.768,0.01,0.07,-0.02
3.769,0.03,0.05,-0.00
3.773,-0.00,0.04,0.01
3.786,0.01,-0.01,0.03
3.787,0.01,-0.03,0.03
3.788,0.00,-0.05,0.06
3.791,0.01,-0.07,0.06
3.803,-0.00,-0.05,0.08
3.804,0.00,-0.04,0.10
3.805,-0.02,-0.02,0.10
3.808,-0.01,-0.01,0.12
3.831,-0.01,-0.00,0.12
3.832,-0.01,-0.01,0.13
3.833,-0.01,0.01,0.13
3.833,-0.00,-0.00,0.11
3.834,-0.01,-0.02,0.09
3.836,-0.01,-0.02,0.09
3.837,-0.02,-0.02,0.10
3.846,-0.01,-0.02,0.08
3.848,-0.02,-0.02,0.06
3.851,-0.03,-0.02,0.04
3.856,-0.02,-0.02,0.03
3.875,-0.02,-0.01,0.01
3.876,-0.03,0.01,-0.00
3.881,-0.02,0.03,-0.03
3.882,-0.01,0.01,-0.05
3.883,-0.02,0.00,-0.09
3.885,-0.03,0.01,-0.08
3.886,-0.03,0.02,-0.10
3.892,-0.02,-0.01,-0.13
3.897,-0.01,-0.01,-0.14
3.900,-0.03,-0.01,-0.17
3.904,-0.01,-0.00,-0.19
3.911,0.00,0.01,-0.22
3.914,0.01,0.02,-0.24
3.917,0.01,0.02,-0.27
3.922,0.01,0.03,-0.30
3.937,-0.01,0.07,-0.32
3.938,-0.00,0.07,-0.34
3.938,-0.00,0.11,-0.37
3.947,-0.00,0.12,-0.39
3.949,-0.01,0.11,-0.42
3.950,-0.01,0.10,-0.45
3.964,-0.03,0.09,-0.47
3.967,-0.01,0.09,-0.49
3.968,0.00,0.06,-0.51
3.968,0.00,0.04,-0.52
3.971,-0.01,0.02,-0.54
3.979,0.01,-0.01,-0.55
3.980,0.00,-0.03,-0.55
4.002,0.03,-0.05,-0.55
4.004,-0.00,-0.03,-0.54
4.005,0.03,-0.04,-0.55
4.006,0.01,-0.03,-0.53
4.008,0.03,-0.02,-0.53
4.009,0.01,-0.00,-0.53
4.010,0.00,0.01,-0.50
4.016,0.01,0.02,-0.49
4.018,0.00,0.04,-0.48
4.024,0.01,0.04,-0.47
4.040,-0.02,0.03,-0.47
4.041,-0.01,0.01,-0.45
4.042,0.00,-0.00,-0.43
4.043,0.00,-0.02,-0.42
4.054,0.00,-0.03,-0.40
4.057,-0.01,-0.03,-0.40
4.061,0.00,-0.03,-0.37
4.062,0.00,-0.01,-0.36
4.063,0.01,-0.02,-0.35
4.082,-0.00,-0.00,-0.35
4.084,0.00,-0.00,-0.34
4.085,0.00,-0.01,-0.34
4.086,-0.00,-0.01,-0.34
4.086,-0.01,-0.03,-0.34
4.091,-0.01,-0.04,-0.33
4.094,0.02,-0.05,-0.34
4.099,0.00,-0.07,-0.34
4.105,0.02,-0.03,-0.35
4.108,0.01,-0.04,-0.35
4.125,-0.01,-0.04,-0.34
4.126,-0.01,-0.02,-0.36
4.127,0.02,-0.02,-0.37
4.128,0.02,-0.01,-0.39
4.131,0.02,-0.01,-0.40
4.136,0.02,0.02,-0.41
4.138,0.01,0.02,-0.43
4.148,0.01,-0.01,-0.45
4.149,0.01,0.01,-0.48
4.151,-0.01,-0.01,-0.50
4.156,0.00,-0.02,-0.52
4.164,-0.01,-0.02,-0.56
4.165,0.02,-0.03,-0.59
4.169,0.01,-0.03,-0.62
4.174,0.02,-0.04,-0.66
4.196,0.02,-0.05,-0.69
4.199,0.01,-0.03,-0.71
4.200,0.00,-0.02,-0.75
4.201,-0.00,-0.01,-0.79
4.202,0.01,-0.01,-0.81
4.204,0.01,-0.01,-0.86
4.205,0.02,-0.00,-0.91
4.209,-0.02,-0.01,-0.93
4.215,-0.00,0.02,-0.97
4.217,0.01,0.01,-0.99
4.223,0.02,0.01,-1.05
4.227,0.01,0.01,-1.09
4.237,0.02,0.01,-1.12
4.242,-0.00,0.01,-1.16
4.243,0.01,-0.01,-1.20
4.245,-0.01,-0.00,-1.24
4.250,0.00,-0.02,-1.28
4.254,-0.01,-0.03,-1.31
4.258,-0.01,-0.01,-1.34
4.268,-0.02,0.00,-1.38
4.271,-0.00,-0.01,-1.43
4.272,0.01,-0.01,-1.45
4.277,-0.02,0.00,-1.49
4.292,0.00,-0.02,-1.51
4.295,-0.00,-0.01,-1.57
4.296,0.01,-0.02,-1.60
4.298,-0.02,-0.03,-1.65
4.299,-0.01,-0.02,-1.67
4.304,-0.01,-0.04,-1.73
4.306,0.01,-0.02,-1.76
4.311,-0.01,-0.02,-1.80
4.319,-0.01,-0.02,-1.83
4.320,-0.01,-0.01,-1.88
4.324,-0.00,-0.02,-1.91
4.328,-0.01,0.01,-1.95
4.346,0.00,0.00,-1.98
4.347,-0.01,0.00,-2.01
4.348,-0.01,0.00,-2.06
4.349,0.00,0.02,-2.10
4.350,-0.00,-0.01,-2.12
4.356,-0.01,-0.02,-2.15
4.359,-0.01,-0.00,-2.19
4.365,-0.00,-0.02,-2.21
4.368,-0.01,-0.03,-2.25
4.373,-0.01,-0.04,-2.27
4.377,-0.02,-0.03,-2.30
4.390,-0.01,-0.03,-2.35
4.391,-0.01,-0.02,-2.37
4.392,0.00,-0.00,-2.39
4.395,-0.02,-0.01,-2.43
4.401,-0.02,0.01,-2.44
4.405,-0.01,0.01,-2.45
4.411,-0.00,0.01,-2.47
4.412,-0.01,0.00,-2.51
4.417,-0.02,-0.02,-2.52
4.422,-0.01,-0.01,-2.55
4.428,-0.00,-0.05,-2.56
4.436,-0.01,-0.04,-2.59
4.437,-0.01,-0.04,-2.60
4.441,-0.04,-0.03,-2.63
4.445,-0.03,-0.04,-2.65
4.452,-0.02,-0.03,-2.66
4.453,-0.01,-0.02,-2.69
4.457,-0.01,-0.02,-2.70
4.465,-0.01,-0.00,-2.71
4.467,-0.02,0.03,-2.72
4.470,-0.03,0.02,-2.75
4.475,-0.01,0.03,-2.77
4.479,-0.01,-0.00,-2.78
4.494,-0.02,0.03,-2.79
4.495,-0.01,-0.01,-2.80
4.496,-0.03,-0.02,-2.82
4.503,-0.01,-0.01,-2.81
4.507,-0.01,-0.01,-2.83
4.508,-0.02,-0.02,-2.83
4.510,-0.01,-0.03,-2.83
4.518,-0.03,-0.01,-2.83
4.520,-0.03,-0.00,-2.84
4.522,-0.04,0.01,-2.85
4.528,-0.02,0.01,-2.83
4.541,-0.02,0.02,-2.84
4.543,-0.03,0.01,-2.83
4.544,-0.01,0.00,-2.82
4.546,-0.03,-0.02,-2.83
4.557,-0.02,-0.02,-2.83
4.558,-0.05,-0.04,-2.82
4.559,-0.02,-0.06,-2.81
4.564,-0.01,-0.08,-2.80
4.569,-0.03,-0.09,-2.80
4.572,-0.05,-0.08,-2.78
4.576,-0.05,-0.07,-2.78
4.581,-0.02,-0.06,-2.76
4.586,-0.02,-0.05,-2.73
4.589,-0.03,-0.02,-2.72
4.603,-0.02,-0.01,-2.70
4.611,-0.03,0.02,-2.67
4.612,-0.03,0.02,-2.65
4.612,-0.02,-0.00,-2.62
4.613,-0.02,-0.02,-2.58
4.623,-0.01,-0.01,-2.55
4.625,-0.04,-0.03,-2.52
4.625,-0.01,-0.02,-2.48
4.629,-0.01,-0.02,-2.45
4.640,-0.02,-0.01,-2.43
4.643,-0.02,0.02,-2.39
4.648,-0.02,0.04,-2.37
4.649,-0.03,0.04,-2.36
4.654,-0.02,0.06,-2.32
4.656,-0.01,0.04,-2.30
4.660,-0.01,0.03,-2.30
4.667,-0.04,0.00,-2.27
4.669,-0.02,-0.03,-2.24
4.673,-0.03,-0.02,-2.24
4.678,-0.02,-0.02,-2.23
4.682,-0.01,-0.02,-2.19
4.696,-0.01,-0.00,-2.19
4.699,-0.02,0.02,-2.17
4.700,-0.03,0.03,-2.14
4.701,-0.03,0.06,-2.14
4.705,-0.01,0.06,-2.10
4.712,-0.03,0.04,-2.09
4.714,-0.02,0.04,-2.09
4.719,-0.03,0.04,-2.07
4.721,-0.04,0.03,-2.08
4.727,-0.03,0.01,-2.06
4.732,-0.04,0.01,-2.06
4.746,-0.02,-0.00,-2.04
4.747,-0.04,0.00,-2.03
4.749,-0.02,-0.01,-2.03
4.750,-0.01,0.01,-2.03
4.755,-0.03,0.01,-2.01
4.757,-0.02,0.00,-2.02
4.763,-0.04,0.01,-2.01
4.768,-0.04,0.03,-2.02
4.772,-0.04,0.02,-2.02
4.774,-0.03,0.02,-2.03
4.781,-0.03,0.02,-2.02
4.795,-0.02,0.00,-2.02
4.800,-0.01,0.02,-2.03
4.800,-0.00,0.01,-2.01
4.801,-0.01,0.01,-2.01
4.805,-0.01,0.04,-2.03
4.808,-0.03,0.04,-2.03
4.811,-0.02,0.06,-2.03
4.819,-0.00,0.06,-2.02
4.821,0.01,0.03,-2.02
4.823,-0.01,0.04,-2.02
4.828,-0.00,0.03,-2.03
4.846,-0.01,0.01,-2.05
4.847,-0.01,0.00,-2.03
4.855,-0.02,-0.00,-2.03
4.856,-0.00,0.01,-2.04
4.856,0.00,0.03,-2.03
4.857,-0.02,0.05,-2.04
4.866,-0.00,0.05,-2.04
4.867,-0.01,0.03,-2.03
4.869,-0.01,0.04,-2.03
4.873,0.01,0.04,-2.03
4.877,-0.02,0.01,-2.02
4.883,-0.01,0.00,-2.03
4.889,-0.01,-0.03,-2.04
4.890,-0.01,-0.01,-2.05
4.894,-0.01,-0.02,-2.05
4.900,-0.02,-0.01,-2.06
4.908,-0.02,-0.01,-2.05
4.910,-0.02,0.00,-2.08
4.912,-0.02,0.02,-2.10
4.916,-0.01,0.01,-2.11
4.932,-0.02,0.01,-2.12
4.934,-0.01,-0.01,-2.15
4.935,-0.02,-0.03,-2.17
4.936,-0.01,-0.04,-2.19
4.939,-0.01,-0.04,-2.21
4.942,-0.01,-0.03,-2.25
4.947,-0.01,0.01,-2.27
4.961,-0.01,0.01,-2.29
4.962,-0.02,0.03,-2.32
4.963,-0.02,0.06,-2.33
4.965,-0.04,0.05,-2.35
4.974,-0.03,0.05,-2.39
4.975,-0.02,0.04,-2.40
4.978,-0.03,0.03,-2.41
4.983,-0.04,0.04,-2.41
4.996,-0.02,0.01,-2.44
4.999,-0.03,0.02,-2.45
5.000,-0.03,-0.01,-2.46
5.004,-0.04,-0.02,-2.45
5.005,-0.04,-0.00,-2.47
5.019,-0.02,-0.01,-2.47
5.021,-0.03,-0.00,-2.48
5.022,-0.02,0.01,-2.48
5.028,-0.04,0.02,-2.50
5.029,-0.02,0.03,-2.49
5.031,-0.01,0.02,-2.50
5.038,-0.02,0.05,-2.50
5.045,-0.02,0.02,-2.51
5.046,-0.02,0.03,-2.52
5.052,-0.01,0.04,-2.51
5.096,-0.02,0.02,-2.51
5.105,-0.01,0.01,-2.53
5.107,-0.03,0.00,-2.52
5.107,-0.02,0.01,-2.53
5.108,-0.02,-0.01,-2.53
5.109,-0.02,0.01,-2.54
5.110,-0.03,0.02,-2.54
5.111,-0.04,0.02,-2.54
5.111,-0.04,0.02,-2.53
5.112,-0.03,0.03,-2.57
5.113,-0.05,0.05,-2.57
5.113,-0.01,0.05,-2.59
5.115,-0.03,0.03,-2.60
5.116,-0.02,0.03,-2.60
5.117,-0.02,0.02,-2.63
5.124,-0.03,0.02,-2.65
5.128,-0.03,0.01,-2.66
5.129,-0.03,0.01,-2.68
5.133,-0.02,-0.01,-2.71
5.153,-0.02,0.03,-2.74
5.155,-0.02,0.02,-2.75
5.155,-0.02,-0.01,-2.76
5.156,-0.01,0.00,-2.80
5.158,-0.04,0.00,-2.83
5.159,-0.03,0.02,-2.84
5.164,-0.03,0.00,-2.88
5.183,-0.06,0.01,-2.90
5.184,-0.03,0.01,-2.93
5.185,-0.03,-0.00,-2.94
5.186,-0.05,0.01,-2.95
5.190,-0.03,0.01,-2.95
5.191,-0.03,0.02,-2.97
5.195,-0.03,0.03,-2.96
5.201,-0.04,0.01,-2.97
5.216,-0.03,0.03,-2.95
5.226,-0.02,0.00,-2.97
5.227,-0.05,0.03,-2.94
5.228,-0.03,0.03,-2.96
5.229,-0.04,0.00,-2.95
5.230,-0.03,-0.01,-2.95
5.231,-0.03,-0.01,-2.94
5.236,-0.04,-0.00,-2.94
5.239,-0.03,-0.01,-2.94
5.243,-0.03,0.02,-2.94
5.248,0.01,0.00,-2.92
5.259,-0.03,0.02,-2.92
5.263,-0.01,0.04,-2.90
5.264,0.01,0.02,-2.89
5.265,-0.01,0.03,-2.86
5.275,-0.00,0.04,-2.84
5.277,-0.01,0.05,-2.82
5.278,-0.00,0.05,-2.81
5.284,-0.02,0.05,-2.77
5.298,-0.04,0.03,-2.74
5.299,-0.04,0.01,-2.72
5.302,-0.04,0.02,-2.71
5.307,-0.03,-0.01,-2.67
5.311,-0.02,-0.01,-2.66
5.313,-0.03,-0.00,-2.63
5.315,-0.02,-0.01,-2.62
5.319,-0.02,0.03,-2.61
5.325,-0.02,0.04,-2.59
5.329,-0.01,0.03,-2.58
5.332,-0.02,0.05,-2.57
5.349,-0.01,0.05,-2.59
5.350,-0.02,0.04,-2.59
5.351,-0.02,0.04,-2.60
5.352,-0.04,0.02,-2.62
5.358,-0.02,-0.02,-2.62
5.359,-0.03,-0.01,-2.64
5.364,-0.02,-0.03,-2.66
5.367,-0.03,-0.04,-2.68
5.373,-0.02,-0.02,-2.71
5.378,-0.02,-0.02,-2.74
5.381,-0.01,-0.00,-2.78
5.385,-0.04,0.03,-2.80
5.391,-0.01,0.01,-2.84
5.394,-0.03,0.03,-2.87
5.399,-0.02,0.03,-2.92
5.403,-0.02,0.03,-2.95
5.415,-0.03,0.02,-2.99
5.421,-0.00,-0.00,-3.04
5.423,-0.03,-0.00,-3.09
5.425,-0.03,-0.02,-3.12
5.427,-0.03,-0.01,-3.16
5.431,-0.04,-0.01,-3.20
5.435,-0.03,-0.02,-3.24
5.443,-0.04,0.02,-3.28
5.447,-0.04,-0.01,-3.32
5.448,-0.04,0.01,-3.36
5.452,-0.04,0.01,-3.38
5.460,-0.04,0.01,-3.43
5.461,-0.02,0.01,-3.45
5.465,-0.03,0.00,-3.49
5.470,-0.02,0.01,-3.51
5.474,-0.00,0.00,-3.53
5.478,-0.02,0.01,-3.55
5.482,-0.03,0.02,-3.58
5.498,-0.01,-0.01,-3.58
5.499,-0.02,0.01,-3.59
5.502,-0.02,0.04,-3.59
5.504,-0.03,0.03,-3.60
5.505,-0.03,0.02,-3.59
5.510,-0.01,0.03,-3.60
5.514,-0.03,0.01,-3.59
5.518,-0.01,0.04,-3.57
5.523,-0.02,0.01,-3.56
5.529,-0.02,0.01,-3.55
5.531,-0.04,-0.01,-3.53
5.536,-0.03,0.01,-3.51
5.548,-0.02,0.02,-3.49
5.550,-0.02,0.02,-3.45
5.551,-0.01,0.01,-3.43
5.552,-0.01,0.01,-3.40
5.571,0.00,0.02,-3.37
5.573,-0.00,0.02,-3.32
5.574,-0.01,0.03,-3.28
5.575,-0.01,0.06,-3.24
5.576,0.00,0.03,-3.21
5.582,-0.01,0.06,-3.17
5.585,0.00,0.04,-3.13
5.599,-0.03,0.02,-3.09
5.600,-0.01,-0.00,-3.07
5.601,-0.02,0.01,-3.04
5.603,0.00,-0.02,-3.01
5.612,-0.02,-0.01,-2.98
5.613,0.00,-0.00,-2.95
5.615,-0.00,0.01,-2.92
5.620,0.00,0.04,-2.91
5.625,-0.00,0.04,-2.87
5.629,-0.01,0.05,-2.85
5.633,-0.01,0.05,-2.84
5.637,-0.01,0.04,-2.83
5.650,0.01,0.03,-2.81
5.654,-0.02,0.02,-2.82
5.655,0.00,0.01,-2.80
5.656,0.01,0.00,-2.80
5.663,0.02,0.01,-2.80
5.665,0.01,0.00,-2.82
5.672,0.01,-0.01,-2.81
5.674,-0.01,0.02,-2.81
5.680,-0.01,0.03,-2.83
5.682,-0.00,0.05,-2.86
5.685,0.01,0.05,-2.87
5.700,0.02,0.04,-2.88
5.701,0.00,0.06,-2.90
5.702,-0.00,0.06,-2.90
5.703,-0.01,0.05,-2.92
5.713,0.01,0.02,-2.92
5.714,-0.00,0.02,-2.95
5.717,-0.00,0.01,-2.96
5.722,-0.02,0.01,-2.99
5.727,-0.02,0.02,-3.00
5.730,-0.01,-0.00,-3.03
5.735,-0.01,0.00,-3.03
5.752,-0.01,0.01,-3.04
5.758,-0.02,0.03,-3.06
5.759,-0.02,0.04,-3.07
5.761,-0.01,0.03,-3.07
5.762,-0.02,0.03,-3.09
5.763,-0.02,0.01,-3.09
5.771,-0.02,0.01,-3.09
5.773,-0.02,-0.02,-3.11
5.774,-0.02,-0.00,-3.10
5.781,-0.02,-0.02,-3.11
5.781,-0.03,-0.01,-3.10
5.791,-0.02,0.01,-3.10
5.792,-0.02,0.02,-3.11
5.796,-0.04,0.02,-3.07
5.800,-0.02,0.04,-3.08
5.814,-0.04,0.05,-3.08
5.816,-0.02,0.04,-3.08
5.817,-0.05,0.03,-3.06
5.818,-0.04,0.02,-3.06
5.831,-0.03,-0.00,-3.07
5.833,-0.04,-0.01,-3.06
5.834,-0.04,-0.02,-3.05
5.835,-0.04,-0.02,-3.07
5.849,-0.02,-0.03,-3.06
5.851,-0.02,-0.04,-3.07
5.854,-0.04,0.03,-3.00
5.855,-0.12,-0.03,-2.89
5.864,-0.09,0.04,-2.88
5.865,-0.00,-0.01,-2.83
5.867,-0.04,-0.03,-2.81
5.872,-0.05,0.02,-2.81
5.878,-0.00,-0.08,-2.80
5.879,-0.06,0.01,-2.81
5.885,-0.06,-0.01,-2.79
5.890,-0.02,-0.03,-2.84
5.901,-0.02,-0.07,-2.86
5.902,-0.06,-0.09,-2.92
5.905,-0.02,-0.04,-2.99
5.917,-0.04,-0.11,-2.99
5.921,-0.04,-0.02,-3.10
5.922,-0.05,-0.04,-3.12
5.923,-0.03,0.02,-3.19
5.927,-0.03,0.07,-3.25
5.929,-0.03,0.06,-3.28
5.934,-0.04,0.10,-3.35
5.938,-0.04,0.06,-3.38
5.955,-0.04,0.03,-3.44
5.956,-0.04,-0.02,-3.46
5.958,-0.05,-0.06,-3.50
5.959,-0.05,-0.05,-3.55
5.965,-0.05,-0.07,-3.57
5.968,-0.04,-0.04,-3.60
5.969,-0.05,-0.04,-3.62
5.973,-0.04,0.03,-3.62
5.984,-0.05,0.04,-3.63
5.990,-0.04,0.06,-3.65
5.991,-0.04,0.06,-3.65
5.992,-0.06,0.07,-3.64
6.008,-0.01,0.04,-3.64
6.009,-0.03,0.02,-3.64
6.009,-0.04,0.01,-3.64
6.010,-0.05,-0.01,-3.61
6.012,-0.04,-0.00,-3.59
6.018,-0.03,0.01,-3.58
6.021,-0.04,0.00,-3.55
6.028,-0.05,0.01,-3.55
6.034,-0.04,0.01,-3.53
6.036,-0.04,0.01,-3.50
6.039,-0.04,0.01,-3.48
6.050,-0.04,0.03,-3.46
6.060,-0.04,0.03,-3.42
6.061,-0.05,0.03,-3.39
6.062,-0.04,0.03,-3.37
6.063,-0.04,0.03,-3.35
6.076,-0.05,0.02,-3.34
6.079,-0.06,0.01,-3.31
6.080,-0.05,0.00,-3.28
6.081,-0.06,0.00,-3.27
6.083,-0.05,-0.01,-3.23
6.088,-0.08,-0.02,-3.21
6.098,-0.04,0.01,-3.20
6.099,-0.06,0.00,-3.19
6.101,-0.05,0.01,-3.18
6.106,-0.06,-0.00,-3.18
6.111,-0.06,0.02,-3.16
6.114,-0.05,0.01,-3.15
6.119,-0.06,0.01,-3.15
6.139,-0.05,0.01,-3.13
6.141,-0.05,0.03,-3.12
6.142,-0.03,0.02,-3.12
6.145,-0.04,0.04,-3.11
6.146,-0.05,0.04,-3.11
6.146,-0.04,0.02,-3.11
6.151,-0.04,0.02,-3.11
6.156,-0.04,0.00,-3.12
6.186,-0.07,0.00,-3.10
6.189,-0.05,0.01,-3.11
6.190,-0.06,0.00,-3.10
6.191,-0.06,0.01,-3.10
6.192,-0.08,0.00,-3.09
6.194,-0.05,0.03,-3.11
6.203,-0.06,0.04,-3.10
6.204,-0.08,0.01,-3.12
6.205,-0.06,-0.02,-3.14
6.205,-0.07,0.03,-3.14
6.206,-0.07,-0.01,-3.15
6.207,-0.05,-0.06,-3.14
6.212,-0.02,-0.02,-3.14
6.218,-0.02,0.01,-3.13
6.220,-0.04,0.03,-3.14
6.238,-0.02,0.02,-3.12
6.240,-0.03,0.04,-3.12
6.241,-0.05,0.06,-3.08
6.242,-0.06,0.05,-3.07
6.244,-0.06,0.05,-3.05
6.251,-0.06,0.04,-3.02
6.252,-0.06,-0.01,-3.00
6.256,-0.06,0.00,-2.98
6.262,-0.04,0.02,-2.96
6.265,-0.06,-0.01,-2.94
6.270,-0.02,0.01,-2.91
6.273,-0.04,0.01,-2.89
6.279,-0.02,0.00,-2.85
6.285,-0.04,0.03,-2.83
6.286,-0.05,0.06,-2.82
6.291,-0.02,0.06,-2.81
6.306,-0.05,0.06,-2.79
6.307,-0.05,0.02,-2.79
6.308,-0.05,0.05,-2.79
6.318,-0.05,0.04,-2.81
6.319,-0.04,0.03,-2.82
6.320,-0.03,0.03,-2.84
6.322,-0.03,0.03,-2.86
6.328,-0.04,0.04,-2.88
6.331,-0.02,0.02,-2.93
6.337,-0.04,0.04,-2.97
6.341,-0.05,0.03,-3.01
6.344,-0.02,0.03,-3.04
6.353,-0.05,0.04,-3.08
6.356,-0.04,0.05,-3.12
6.359,-0.04,0.06,-3.16
6.374,-0.03,0.06,-3.18
6.376,-0.05,0.06,-3.22
6.377,-0.02,0.06,-3.25
6.377,-0.03,0.07,-3.27
6.385,-0.03,0.06,-3.31
6.386,-0.04,0.05,-3.33
6.389,-0.04,0.04,-3.34
6.403,-0.03,0.05,-3.38
6.407,-0.04,0.02,-3.38
6.408,-0.03,0.03,-3.40
6.422,-0.02,0.03,-3.40
6.423,-0.01,0.05,-3.40
6.424,-0.02,0.04,-3.42
6.425,-0.03,0.05,-3.42
6.426,-0.02,0.06,-3.40
6.428,-0.01,0.05,-3.40
6.433,-0.01,0.05,-3.39
6.437,-0.03,0.02,-3.36
6.443,-0.04,0.05,-3.33
6.446,-0.01,0.07,-3.32
6.463,-0.04,0.04,-3.33
6.464,-0.03,0.05,-3.33
6.465,-0.03,0.06,-3.31
6.465,-0.03,0.05,-3.31
6.468,-0.01,0.02,-3.29
6.473,-0.01,0.02,-3.29
6.478,-0.03,-0.01,-3.29
6.482,-0.01,0.01,-3.29
6.486,-0.02,0.03,-3.30
6.492,-0.02,0.03,-3.31
6.506,-0.04,0.03,-3.32
6.508,-0.02,0.06,-3.32
6.509,-0.04,0.08,-3.33
6.512,-0.01,0.08,-3.34
6.513,-0.02,0.07,-3.34
6.518,-0.01,0.06,-3.35
6.521,-0.01,0.05,-3.36
6.526,-0.01,0.02,-3.36
6.531,-0.02,0.02,-3.36
6.536,-0.03,0.02,-3.36
6.539,-0.03,0.02,-3.37
6.544,-0.03,0.00,-3.38
6.555,-0.01,0.02,-3.38
6.556,-0.02,0.05,-3.39
6.557,-0.03,0.07,-3.40
6.563,-0.04,0.06,-3.41
6.577,-0.03,0.08,-3.43
6.578,-0.04,0.07,-3.42
6.579,-0.02,0.06,-3.44
6.581,-0.03,0.07,-3.45
6.583,-0.03,0.04,-3.45
6.587,-0.02,0.05,-3.46
6.592,-0.03,0.04,-3.46
6.598,-0.02,0.05,-3.45
6.602,-0.02,0.06,-3.46
6.605,-0.03,0.06,-3.46
6.610,-0.03,0.05,-3.45
6.621,-0.03,0.06,-3.45
6.624,-0.02,0.07,-3.46
6.625,-0.02,0.04,-3.45
6.633,-0.02,0.05,-3.46
6.635,-0.04,0.03,-3.46
6.636,-0.02,0.02,-3.46
6.647,-0.03,0.01,-3.46
6.650,-0.04,0.02,-3.46
6.650,-0.03,0.01,-3.46
6.654,-0.03,0.03,-3.46
6.658,-0.05,0.05,-3.46
6.674,-0.05,0.04,-3.46
6.675,-0.05,0.05,-3.46
6.676,-0.04,0.06,-3.46
6.677,-0.04,0.06,-3.44
6.690,-0.02,0.05,-3.45
6.691,-0.03,0.06,-3.46
6.692,-0.03,0.03,-3.45
6.695,-0.01,0.02,-3.44
6.705,-0.04,0.02,-3.44
6.706,-0.04,0.02,-3.43
6.710,-0.02,0.01,-3.43
6.714,-0.04,0.04,-3.43
6.724,-0.02,0.02,-3.43
6.726,-0.02,0.03,-3.41
6.728,-0.02,0.05,-3.40
6.729,-0.03,0.03,-3.38
6.734,-0.03,0.05,-3.39
6.738,-0.04,0.06,-3.39
6.743,-0.04,0.04,-3.38
6.758,-0.03,0.04,-3.37
6.760,-0.01,0.04,-3.35
6.761,-0.02,0.02,-3.35
6.775,-0.01,0.01,-3.36
6.776,-0.02,0.01,-3.34
6.779,-0.02,0.00,-3.34
6.779,-0.01,0.01,-3.32
6.780,-0.01,0.02,-3.32
6.782,-0.03,0.04,-3.32
6.789,-0.01,0.05,-3.31
6.790,-0.02,0.03,-3.31
6.812,0.00,0.04,-3.32
6.815,-0.01,0.04,-3.31
6.815,-0.02,0.04,-3.31
6.816,-0.02,0.02,-3.32
6.817,0.00,0.02,-3.31
6.821,-0.01,0.00,-3.34
6.824,-0.01,0.00,-3.34
6.828,0.00,0.02,-3.36
6.833,0.00,0.02,-3.37
6.836,-0.01,0.01,-3.36
6.839,-0.02,0.04,-3.38
6.844,-0.01,0.02,-3.40
6.856,-0.01,0.04,-3.40
6.859,-0.01,0.04,-3.42
6.861,-0.02,0.02,-3.42
6.862,-0.03,0.02,-3.42
6.880,-0.01,0.03,-3.42
6.881,-0.02,0.03,-3.43
