time,x,y,z
3.593,0.01,-0.01,0.01
3.594,-0.01,0.01,0.00
3.595,0.00,0.00,-0.00
3.596,0.01,-0.00,0.01
3.597,-0.01,-0.01,-0.01
3.598,0.01,0.01,0.02
3.599,-0.00,0.01,0.00
3.600,-0.01,0.01,-0.00
3.601,0.01,-0.01,0.00
3.603,0.01,0.00,0.00
3.604,0.01,-0.01,0.01
3.605,-0.01,0.00,0.01
3.606,-0.00,-0.00,0.01
3.607,-0.01,-0.00,-0.00
3.608,-0.02,-0.01,0.01
3.628,-0.01,-0.01,-0.00
3.636,0.01,-0.01,0.01
3.639,0.00,0.00,0.00
3.643,0.01,-0.01,0.01
3.647,-0.01,-0.01,0.00
3.651,-0.01,-0.00,-0.01
3.654,-0.00,-0.01,-0.01
3.663,-0.00,0.00,0.01
3.664,-0.00,0.02,0.00
3.665,-0.00,-0.02,-0.00
3.666,0.01,-0.01,0.01
3.668,-0.00,-0.01,0.00
3.668,0.01,-0.01,-0.02
3.669,-0.01,0.00,-0.00
3.682,-0.01,-0.00,0.01
3.685,0.00,0.02,0.01
3.686,0.01,0.00,-0.00
3.686,0.01,0.01,-0.01
3.725,0.00,0.00,-0.01
3.726,0.01,-0.01,-0.00
3.727,0.02,0.00,0.00
3.727,0.01,0.00,0.00
3.728,0.00,0.01,-0.01
3.729,-0.00,0.01,-0.00
3.730,0.00,0.01,0.01
3.731,0.01,0.00,-0.00
3.731,0.00,0.02,-0.00
3.732,0.02,0.00,-0.01
3.735,0.00,-0.01,0.00
3.738,0.01,-0.02,0.01
3.771,0.01,-0.00,-0.00
3.775,0.00,-0.02,-0.01
3.778,0.01,-0.01,0.00
3.780,-0.00,0.01,0.01
3.782,0.01,-0.00,-0.01
3.787,0.00,-0.01,-0.01
3.789,0.01,-0.00,0.01
3.791,0.00,-0.01,-0.00
3.793,0.01,-0.01,-0.00
3.794,-0.01,0.00,-0.01
3.796,0.01,-0.00,-0.01
3.797,-0.01,-0.02,0.01
3.799,-0.00,0.00,0.00
3.800,-0.01,-0.01,-0.00
3.815,0.01,0.02,-0.01
3.816,-0.01,0.01,-0.00
3.817,0.00,0.01,0.01
3.819,0.00,-0.01,-0.00
3.822,0.01,-0.01,-0.00
3.841,-0.01,0.01,0.01
3.843,-0.00,0.02,0.00
3.844,0.00,0.00,-0.00
3.846,0.00,-0.00,-0.00
3.847,-0.01,0.00,-0.00
3.848,-0.01,-0.01,0.00
3.853,0.01,-0.01,-0.01
3.857,0.00,-0.02,-0.01
3.880,0.01,0.00,-0.01
3.881,-0.01,-0.00,-0.01
3.884,0.00,0.02,0.01
3.887,-0.01,0.00,0.00
3.888,-0.01,0.00,-0.01
3.890,0.00,-0.01,0.00
3.891,-0.00,-0.01,-0.01
3.914,-0.01,0.01,-0.00
3.915,0.00,0.00,-0.00
3.916,0.00,0.00,0.00
3.917,0.02,-0.00,0.00
3.919,0.01,-0.00,0.00
3.920,0.00,-0.00,0.01
3.925,-0.01,0.00,-0.00
3.926,-0.00,0.02,0.01
3.927,-0.02,-0.01,0.01
3.946,-0.00,-0.01,-0.00
3.947,-0.01,-0.02,0.00
3.948,0.00,0.01,0.00
3.949,0.01,-0.01,0.01
3.950,-0.01,0.01,-0.00
3.956,0.01,-0.01,0.01
3.965,0.00,-0.01,0.01
3.966,0.02,-0.01,0.01
3.968,-0.01,0.00,-0.01
3.975,0.01,-0.02,-0.01
3.994,-0.02,0.01,0.00
3.997,-0.00,0.00,-0.01
3.998,0.00,-0.01,-0.00
3.999,0.00,-0.01,0.00
4.000,0.01,-0.00,-0.01
4.002,-0.01,0.00,-0.00
4.003,-0.01,0.01,0.01
4.008,0.00,-0.01,-0.01
4.032,0.02,0.01,-0.00
4.033,0.00,0.00,-0.00
4.035,0.00,-0.01,0.01
4.036,-0.00,-0.01,0.00
4.037,0.00,-0.01,-0.01
4.039,-0.00,-0.00,-0.01
4.040,-0.01,0.02,0.01
4.058,-0.00,0.02,0.01
4.060,-0.01,0.01,-0.01
4.061,0.01,-0.00,-0.00
4.062,-0.00,0.01,-0.00
4.067,0.01,0.01,0.01
4.068,-0.00,-0.01,0.01
4.070,0.01,0.00,-0.01
4.074,0.00,0.01,0.01
4.121,0.01,-0.00,-0.00
4.125,-0.00,-0.00,-0.01
4.126,-0.01,0.00,-0.01
4.127,0.01,0.01,-0.00
4.129,0.00,0.01,0.01
4.130,0.01,0.00,-0.00
4.131,0.01,-0.00,-0.01
4.132,-0.00,0.01,-0.01
4.134,-0.02,0.01,0.00
4.135,-0.01,-0.02,0.01
4.136,0.01,0.01,-0.00
4.139,0.00,0.00,0.00
4.140,0.01,0.00,0.00
4.141,-0.02,0.01,-0.00
4.143,-0.00,-0.01,0.00
4.145,-0.01,0.01,0.00
4.150,-0.00,-0.02,0.01
4.154,-0.00,0.01,0.01
4.159,0.00,-0.01,0.01
4.179,0.01,-0.00,0.00
4.180,-0.00,0.02,0.00
4.183,0.01,-0.01,-0.01
4.187,0.00,-0.01,-0.01
4.190,-0.01,-0.01,0.01
4.199,-0.01,0.01,-0.00
4.202,0.01,-0.01,-0.00
4.204,-0.01,0.02,-0.01
4.205,0.01,0.01,0.01
4.207,0.00,-0.01,0.02
4.209,-0.00,-0.02,0.00
4.211,-0.01,-0.02,-0.00
4.226,0.00,0.02,-0.01
4.231,0.01,0.00,0.01
4.233,-0.01,0.01,-0.01
4.234,-0.01,0.00,0.00
4.235,-0.01,0.01,0.00
4.271,-0.00,-0.00,0.01
4.272,0.01,-0.01,0.01
4.273,0.00,-0.01,0.00
4.274,-0.01,-0.00,0.00
4.275,0.00,-0.01,-0.00
4.275,-0.01,-0.01,-0.01
4.276,-0.00,0.01,0.01
4.277,-0.00,0.00,0.00
4.278,-0.01,-0.01,0.00
4.279,0.01,-0.00,-0.00
4.300,0.02,0.01,0.00
4.302,0.01,0.01,-0.01
4.303,-0.01,0.01,0.00
4.304,0.00,-0.02,0.00
4.305,0.00,0.00,-0.00
4.307,-0.01,-0.01,-0.01
4.308,0.01,-0.00,0.01
4.330,0.00,0.01,-0.01
4.334,0.01,0.01,0.00
4.335,0.01,-0.02,0.00
4.336,0.01,0.01,-0.01
4.337,-0.01,-0.01,0.00
4.339,-0.01,-0.00,0.00
4.340,0.02,0.01,0.01
4.344,-0.02,-0.01,-0.00
4.351,-0.02,0.00,0.00
4.353,0.01,0.00,0.00
4.358,-0.01,-0.01,0.00
4.383,-0.01,0.01,-0.01
4.385,-0.00,-0.00,-0.01
4.386,0.00,0.00,0.01
4.387,0.02,-0.01,-0.01
4.389,0.01,-0.00,0.01
4.390,-0.01,-0.00,0.01
4.391,-0.00,0.00,0.00
4.392,-0.01,0.01,-0.01
4.427,0.02,0.00,-0.01
4.436,-0.01,-0.00,-0.01
4.446,0.01,-0.00,-0.00
4.447,0.00,0.00,-0.01
4.460,-0.02,0.01,0.00
4.462,-0.01,-0.00,-0.01
4.464,-0.00,-0.01,0.00
4.467,-0.00,0.01,0.01
4.469,-0.00,0.01,-0.00
4.469,0.01,-0.01,0.01
4.470,-0.00,0.00,-0.00
4.471,0.01,-0.01,0.01
4.473,-0.01,-0.01,-0.01
4.475,-0.01,0.01,0.00
4.476,0.01,-0.01,0.00
4.478,-0.01,-0.00,0.01
4.480,0.01,0.00,-0.00
4.481,0.00,-0.01,-0.00
4.483,0.00,-0.02,-0.01
4.483,0.02,0.00,0.00
4.485,-0.01,0.01,-0.00
4.499,0.01,-0.01,-0.00
4.500,-0.02,-0.01,-0.00
4.502,-0.00,-0.00,0.02
4.505,0.01,0.00,0.00
4.507,0.01,0.01,0.01
4.513,-0.02,-0.01,-0.00
4.538,0.01,-0.00,0.01
4.542,0.01,-0.00,-0.00
4.549,-0.01,0.00,0.00
4.550,0.00,0.03,-0.01
4.552,-0.02,0.02,-0.01
4.555,0.02,-0.01,-0.01
4.557,0.00,0.01,-0.00
4.560,-0.01,-0.00,0.00
4.563,0.04,-0.00,0.00
4.564,-0.00,0.00,0.00
4.566,-0.00,-0.00,0.01
4.568,0.01,-0.01,-0.01
4.569,-0.01,-0.00,-0.00
4.583,-0.00,-0.00,0.01
4.584,0.00,-0.00,0.00
4.585,0.01,0.01,0.01
4.588,0.01,0.01,-0.00
4.591,0.00,-0.01,0.00
4.609,0.01,0.03,0.00
4.610,0.00,-0.01,0.01
4.612,-0.01,0.02,-0.00
4.613,-0.01,-0.01,-0.01
4.613,0.00,-0.02,0.01
4.629,-0.01,-0.01,0.00
4.630,0.02,0.01,0.01
4.631,-0.00,0.02,0.00
4.632,0.01,0.02,-0.01
4.653,-0.01,0.01,0.00
4.656,0.02,-0.01,-0.00
4.657,0.02,0.00,-0.01
4.658,-0.01,0.01,0.01
4.662,-0.01,0.01,-0.01
4.663,-0.01,0.03,-0.01
4.663,-0.00,0.01,-0.00
4.668,0.01,0.00,0.00
4.670,0.00,0.00,-0.00
4.678,-0.00,0.00,0.00
4.686,-0.01,0.00,-0.00
4.690,0.00,-0.00,-0.01
4.691,0.01,-0.00,0.00
4.693,-0.02,0.00,0.00
4.697,0.01,0.02,0.01
4.712,0.02,0.01,-0.02
4.712,-0.01,0.00,0.00
4.713,0.01,-0.01,0.00
4.714,0.00,-0.00,0.01
4.733,-0.01,-0.00,-0.01
4.734,0.03,0.01,-0.01
4.734,0.02,-0.01,-0.00
4.735,-0.01,0.00,-0.00
4.737,-0.01,0.01,-0.01
4.742,0.01,-0.01,-0.02
4.746,0.04,0.00,-0.01
4.765,-0.03,0.01,0.01
4.774,0.00,-0.00,-0.00
4.775,0.01,0.00,-0.00
4.777,0.01,0.00,-0.01
4.782,-0.01,-0.00,-0.00
4.783,-0.02,0.01,-0.00
4.784,-0.02,0.00,-0.02
4.785,0.01,-0.01,-0.00
4.786,0.01,-0.01,-0.00
4.790,-0.01,0.00,0.00
4.796,0.00,0.00,0.01
4.823,0.00,0.01,0.01
4.823,-0.02,0.00,0.01
4.824,0.00,-0.01,-0.01
4.825,-0.01,-0.01,0.01
4.826,0.01,0.00,0.00
4.827,-0.00,0.00,-0.01
4.833,-0.03,-0.03,-0.01
4.834,-0.00,0.00,-0.01
4.835,-0.02,0.01,-0.00
4.850,0.02,0.00,0.01
4.852,-0.01,-0.00,0.01
4.856,0.02,0.01,0.01
4.857,-0.02,0.01,0.00
4.866,0.00,-0.02,-0.00
4.866,0.02,0.00,0.02
4.867,0.00,0.01,-0.00
4.881,0.02,-0.01,0.01
4.884,0.00,0.02,-0.00
4.884,0.02,-0.01,0.00
4.899,0.01,0.01,-0.00
4.900,-0.01,0.01,-0.02
4.901,-0.02,0.01,-0.01
4.904,-0.00,-0.01,0.01
4.905,0.00,0.01,0.00
4.905,-0.02,0.01,0.01
4.909,0.01,-0.01,0.01
4.914,-0.01,-0.01,-0.00
4.930,0.02,-0.01,0.01
4.931,0.01,0.01,0.00
4.932,0.00,-0.01,0.01
4.945,-0.01,0.00,0.00
4.946,0.00,-0.01,0.00
4.946,0.00,0.01,-0.01
4.947,0.01,-0.01,0.01
4.953,-0.01,0.02,-0.00
4.954,0.01,-0.01,-0.01
4.957,-0.02,-0.00,-0.01
4.964,0.00,-0.01,-0.00
4.976,0.00,-0.01,0.01
4.977,0.01,-0.00,0.00
4.978,0.02,-0.00,-0.00
4.980,0.00,-0.01,-0.01
5.007,0.01,-0.00,-0.01
5.010,-0.02,-0.01,-0.01
5.011,0.00,-0.00,-0.00
5.013,-0.01,-0.00,0.01
5.016,-0.01,-0.00,-0.00
5.017,0.00,0.00,0.00
5.018,-0.02,0.00,0.00
5.018,-0.03,0.01,0.01
5.022,-0.01,0.02,-0.01
5.024,-0.01,0.01,-0.01
5.029,-0.02,0.00,0.00
5.042,-0.01,-0.02,-0.00
5.043,-0.00,0.00,-0.01
5.044,-0.01,0.01,-0.01
5.046,0.01,0.00,-0.00
5.061,-0.00,-0.02,0.02
5.062,-0.01,0.00,0.00
5.064,-0.00,-0.01,0.01
5.065,-0.01,0.01,0.01
5.070,0.02,0.00,-0.00
5.074,0.01,-0.00,-0.00
5.079,-0.01,-0.01,-0.01
5.084,-0.01,0.01,0.01
5.113,0.00,-0.00,0.00
5.117,-0.02,-0.00,-0.01
5.118,0.02,-0.01,0.00
5.119,-0.01,0.00,-0.00
5.121,0.00,-0.02,-0.01
5.123,0.01,-0.01,-0.01
5.124,0.00,-0.01,-0.01
5.125,-0.00,-0.01,0.01
5.126,-0.00,-0.00,-0.01
5.127,-0.01,0.00,0.00
5.133,0.01,-0.01,-0.01
5.135,0.01,0.00,-0.00
5.140,-0.00,-0.01,0.01
5.144,-0.00,-0.00,0.00
5.149,0.01,0.01,-0.01
5.172,0.00,0.00,0.01
5.173,0.01,0.00,0.00
5.173,0.01,0.00,-0.00
5.174,0.01,-0.01,0.02
5.176,-0.01,-0.00,-0.00
5.177,0.01,-0.01,-0.01
5.179,-0.01,-0.00,0.00
5.194,-0.00,-0.00,-0.01
5.195,0.01,-0.01,-0.02
5.196,-0.01,0.01,-0.00
5.197,0.02,-0.01,-0.00
5.215,0.01,0.01,0.01
5.224,-0.01,0.01,-0.00
5.228,-0.01,0.00,-0.01
5.228,0.00,0.00,0.00
5.229,-0.01,0.01,0.00
5.230,0.04,0.00,0.01
5.235,-0.03,-0.01,-0.01
5.237,0.02,-0.01,-0.00
5.237,-0.02,-0.00,-0.01
5.242,0.00,0.00,-0.00
5.245,0.01,-0.00,-0.00
5.251,0.03,0.02,0.00
5.255,0.00,0.01,0.01
5.259,-0.01,-0.01,0.00
5.263,-0.01,0.01,-0.00
5.267,-0.02,0.00,-0.00
5.277,-0.01,0.01,-0.00
5.280,-0.00,0.01,0.01
5.282,0.00,-0.00,-0.00
5.309,-0.01,0.01,0.00
5.310,0.01,-0.01,-0.00
5.311,0.01,-0.00,-0.01
5.320,0.01,-0.01,0.01
5.321,0.01,0.01,-0.01
5.325,0.00,-0.01,0.01
5.326,0.01,-0.00,0.00
5.328,-0.01,0.00,-0.00
5.329,0.01,0.01,0.00
5.330,-0.00,0.00,0.00
5.331,0.02,-0.01,-0.00
5.347,-0.02,-0.01,0.00
5.348,-0.01,-0.00,0.00
5.349,-0.01,-0.02,-0.01
5.351,-0.01,-0.00,-0.01
5.352,0.01,0.00,-0.00
5.404,0.00,-0.01,-0.01
5.406,-0.00,0.00,0.00
5.410,0.00,-0.01,-0.01
5.416,0.01,-0.01,0.00
5.418,0.00,0.00,-0.01
5.422,-0.01,0.01,-0.00
5.425,0.01,0.01,-0.01
5.426,0.00,0.00,0.01
5.427,0.01,-0.02,-0.00
5.428,0.01,-0.01,-0.00
5.430,0.01,0.01,-0.00
5.431,0.00,0.00,-0.00
5.432,-0.01,-0.02,0.00
5.433,-0.01,-0.00,0.00
5.434,0.03,-0.01,0.01
5.435,-0.00,0.01,-0.00
5.436,0.00,0.00,-0.01
5.437,0.00,-0.01,0.00
5.438,-0.01,-0.01,-0.00
5.456,-0.00,-0.00,0.00
5.457,-0.02,0.01,0.01
5.466,0.01,0.01,0.00
5.467,0.00,0.01,0.00
5.468,-0.01,0.02,-0.01
5.469,-0.01,-0.01,-0.01
5.470,-0.00,-0.01,-0.00
5.471,-0.01,0.01,-0.01
5.489,0.00,-0.00,-0.00
5.490,0.01,0.00,0.01
5.492,-0.01,-0.01,0.01
5.493,-0.01,0.01,-0.01
5.496,-0.01,0.01,-0.01
5.497,0.01,-0.01,-0.01
5.503,-0.02,0.00,0.01
5.515,-0.00,-0.00,-0.00
5.516,0.01,0.01,-0.01
5.517,-0.01,0.01,-0.00
5.547,0.01,0.01,-0.01
5.554,0.01,0.00,0.01
5.556,-0.01,0.00,-0.02
5.558,0.02,-0.01,-0.00
5.559,0.00,-0.00,-0.02
5.560,-0.01,-0.00,-0.00
5.561,0.00,0.02,0.00
5.562,-0.01,0.01,-0.00
5.563,-0.01,-0.01,-0.01
5.564,-0.01,-0.01,-0.00
5.565,-0.01,-0.01,0.01
5.571,-0.01,0.03,-0.00
5.574,-0.01,-0.01,0.00
5.577,-0.01,0.00,0.01
5.583,-0.02,0.01,-0.01
5.586,0.00,-0.00,0.01
5.599,0.00,0.01,-0.02
5.600,0.01,0.00,0.01
5.604,-0.01,0.01,0.01
5.605,-0.00,0.01,-0.00
5.630,0.01,0.01,0.01
5.632,0.01,0.01,0.00
5.633,0.01,0.01,-0.00
5.634,-0.01,0.00,0.00
5.637,0.01,0.00,-0.01
5.638,-0.00,0.00,0.00
5.640,-0.03,-0.01,-0.00
5.641,0.01,0.00,0.00
5.657,-0.01,0.01,0.00
5.662,0.01,0.00,0.01
5.663,0.01,-0.01,-0.00
5.664,0.01,-0.01,-0.00
5.666,-0.01,0.01,-0.00
5.669,0.01,-0.00,-0.01
5.670,0.02,-0.01,-0.01
5.695,0.01,-0.01,-0.00
5.696,-0.01,0.02,-0.01
5.697,0.02,-0.01,-0.00
5.698,-0.00,-0.01,-0.00
5.700,0.01,0.01,-0.01
5.701,-0.02,0.00,-0.01
5.702,-0.02,-0.01,-0.01
5.711,-0.01,0.00,0.01
5.712,-0.01,-0.02,-0.01
5.714,0.00,0.01,0.01
5.720,0.01,-0.01,0.01
5.733,0.01,0.01,-0.00
5.734,0.02,0.01,0.00
5.734,-0.03,-0.01,-0.00
5.736,0.01,-0.01,0.00
5.746,-0.02,-0.00,0.01
5.750,0.02,0.00,0.00
5.750,-0.01,0.01,-0.01
5.776,0.00,0.00,0.00
5.780,0.02,-0.02,0.00
5.782,-0.00,0.01,0.00
5.783,0.00,-0.02,0.01
5.784,-0.00,-0.03,-0.00
5.787,0.01,-0.02,0.01
5.788,0.01,0.00,-0.00
5.789,-0.00,-0.01,0.01
5.790,-0.00,-0.01,0.01
5.805,0.01,-0.00,0.00
5.806,0.01,0.01,0.00
5.807,-0.02,-0.01,0.00
5.809,-0.00,0.00,-0.00
5.812,0.02,-0.01,0.00
5.815,0.00,0.00,-0.00
5.820,0.00,-0.03,0.01
5.841,0.01,0.01,0.00
5.843,-0.01,-0.01,-0.00
5.846,-0.01,-0.01,-0.01
5.848,0.01,-0.00,-0.00
5.850,0.01,0.00,-0.00
5.854,-0.00,0.01,-0.01
5.856,0.01,-0.02,0.01
5.857,-0.01,-0.00,0.00
5.863,-0.02,-0.01,-0.01
5.864,0.01,0.01,-0.00
5.868,-0.00,0.02,-0.00
5.884,0.01,0.00,-0.01
5.888,0.00,0.00,-0.01
5.889,-0.01,-0.02,0.00
5.890,-0.01,-0.00,-0.02
5.891,-0.00,0.01,0.00
5.907,-0.03,0.01,-0.00
5.910,0.01,-0.00,-0.01
5.914,0.01,-0.02,-0.00
5.916,-0.00,-0.00,0.00
5.917,0.00,0.02,-0.02
5.918,0.01,0.00,-0.01
5.935,0.02,0.00,0.00
5.937,0.01,0.00,-0.01
5.938,-0.02,-0.01,0.01
5.939,0.01,-0.01,0.00
5.941,0.01,-0.00,0.01
5.959,0.00,0.01,-0.00
5.961,0.03,-0.02,0.00
5.962,-0.00,-0.00,0.00
5.963,-0.00,0.01,-0.01
5.964,0.00,0.01,0.01
5.966,0.00,0.00,0.01
5.972,0.03,-0.00,0.00
5.986,0.02,-0.01,-0.01
5.989,0.00,-0.01,0.01
5.990,-0.01,-0.01,0.01
5.990,0.00,-0.00,0.01
6.014,0.00,0.01,-0.01
6.016,0.00,-0.01,0.00
6.017,0.00,0.01,0.01
6.018,-0.00,-0.01,-0.01
6.019,-0.02,-0.00,-0.00
6.020,0.00,0.02,0.01
6.021,-0.00,-0.00,0.01
6.040,-0.00,0.00,-0.00
6.042,0.01,0.01,-0.01
6.043,0.00,0.01,-0.01
6.044,0.00,-0.01,0.01
6.047,-0.01,-0.01,0.00
6.048,-0.03,0.01,-0.00
6.050,-0.01,0.01,0.00
6.055,-0.00,0.01,0.00
6.070,0.00,-0.01,0.00
6.071,-0.01,-0.01,-0.01
6.074,-0.01,0.02,-0.01
6.076,0.00,-0.00,-0.01
6.077,0.01,0.00,0.00
6.101,-0.03,0.01,0.01
6.104,0.00,0.01,0.00
6.105,-0.01,-0.01,0.00
6.106,0.00,-0.01,0.00
6.108,0.00,0.00,0.00
6.109,0.01,-0.01,-0.00
6.110,0.00,-0.00,-0.01
6.143,-0.01,-0.01,-0.00
6.144,0.00,0.01,-0.00
6.145,-0.00,0.01,-0.02
6.146,-0.02,0.00,0.00
6.146,0.03,-0.00,-0.00
6.147,0.02,0.00,-0.00
6.148,0.01,-0.01,-0.00
6.148,-0.00,-0.01,-0.00
6.149,0.01,0.00,-0.01
6.152,0.00,-0.01,-0.01
6.156,-0.01,0.00,-0.01
6.160,-0.01,0.00,0.01
6.165,0.00,0.00,-0.00
6.169,-0.00,-0.01,0.01
6.193,0.02,-0.00,-0.00
6.194,0.02,-0.00,0.01
6.198,0.00,0.01,0.01
6.202,-0.02,0.01,-0.00
6.206,-0.02,0.01,0.00
6.207,0.01,0.01,-0.00
6.207,0.01,-0.00,-0.00
6.208,0.00,0.01,0.00
6.209,0.01,-0.00,-0.00
6.214,-0.02,0.02,0.01
6.218,-0.01,0.02,-0.00
6.223,-0.02,0.01,-0.00
6.236,-0.00,0.03,-0.00
6.237,0.02,0.00,0.01
6.237,0.01,-0.00,-0.01
6.241,-0.01,-0.01,-0.01
6.252,0.01,0.01,0.01
6.254,0.00,0.01,0.01
6.255,-0.00,-0.00,0.00
6.268,-0.03,-0.03,0.00
6.269,0.01,-0.02,-0.00
6.270,-0.00,0.00,0.00
6.271,-0.01,-0.01,0.01
6.286,0.02,-0.01,0.00
6.286,-0.01,-0.01,-0.01
6.287,-0.01,0.00,0.01
6.288,-0.01,0.02,-0.00
6.302,0.01,0.01,0.00
6.304,-0.00,-0.00,0.01
6.305,0.01,0.00,-0.00
6.306,0.01,0.00,-0.00
6.312,-0.00,-0.00,0.01
6.320,0.01,-0.01,0.02
6.321,0.01,-0.01,-0.01
6.324,-0.01,-0.00,0.00
6.328,-0.02,0.01,0.01
6.332,0.00,0.01,-0.01
6.337,-0.00,-0.00,0.00
6.342,-0.01,0.00,0.01
6.354,-0.01,0.01,0.01
6.354,0.01,0.00,0.00
6.356,0.00,-0.01,0.00
6.370,-0.01,0.01,-0.00
6.371,-0.00,0.01,-0.01
6.372,-0.00,-0.01,-0.01
6.375,-0.00,0.01,0.00
6.385,0.00,-0.01,-0.01
6.386,0.00,0.01,-0.00
6.387,-0.00,0.01,-0.00
6.392,-0.01,-0.01,0.00
6.406,0.01,0.01,0.00
6.409,0.02,0.00,-0.00
6.409,-0.01,-0.00,0.01
6.410,-0.01,-0.01,-0.01
6.419,0.01,-0.00,0.00
6.420,-0.01,0.01,-0.01
6.421,0.01,0.01,-0.00
6.436,0.01,-0.03,0.00
6.437,0.00,0.01,-0.01
6.438,-0.02,-0.00,0.00
6.438,-0.00,-0.01,-0.00
6.451,0.00,-0.01,0.00
6.452,-0.00,-0.00,-0.01
6.453,-0.01,0.01,-0.02
6.456,-0.03,0.00,0.01
6.465,0.01,0.01,-0.00
6.466,-0.00,-0.01,-0.01
6.470,-0.00,-0.01,0.01
6.475,-0.00,-0.01,0.01
6.478,-0.00,0.00,-0.01
6.484,-0.01,0.01,0.01
6.488,-0.00,-0.01,-0.01
6.492,0.00,0.00,-0.00
6.503,-0.03,0.01,0.01
6.504,-0.01,0.01,0.00
6.511,-0.01,0.01,0.00
6.514,0.00,0.01,-0.00
6.515,0.01,-0.01,0.01
6.519,-0.02,0.01,0.00
6.523,-0.01,0.02,-0.00
6.536,-0.01,0.01,-0.00
6.537,-0.01,0.01,-0.01
6.537,-0.01,0.01,-0.01
6.541,-0.00,-0.00,0.00
6.545,-0.01,0.00,-0.00
6.555,-0.01,0.01,0.01
6.556,-0.00,0.01,-0.01
6.558,0.01,-0.01,-0.00
6.563,0.00,-0.00,-0.00
6.567,0.01,-0.00,0.00
6.571,-0.02,-0.01,-0.01
6.576,-0.00,-0.00,0.00
6.592,-0.01,0.01,-0.01
6.593,-0.01,-0.00,-0.00
6.594,0.00,0.00,0.00
6.595,0.00,-0.02,-0.01
6.621,0.00,0.00,0.00
6.624,0.00,0.00,0.00
6.625,0.00,0.01,-0.00
6.626,0.03,0.00,-0.01
6.626,0.00,0.00,-0.01
6.627,0.00,0.01,0.01
6.632,0.01,-0.01,0.00
6.632,0.01,0.02,-0.00
6.633,0.02,0.02,0.01
6.638,0.01,-0.01,0.00
6.643,-0.01,0.02,0.00
6.655,-0.01,-0.00,0.01
6.656,-0.01,-0.01,0.00
6.656,-0.01,-0.01,0.00
6.660,0.01,0.01,-0.00
6.675,0.01,-0.01,0.00
6.676,-0.00,0.01,0.00
6.679,0.02,-0.01,0.01
6.680,-0.00,0.01,-0.01
6.705,0.00,-0.01,-0.01
6.706,-0.01,-0.01,-0.01
6.708,-0.00,0.00,0.01
6.709,-0.01,-0.00,0.01
6.710,0.00,0.00,0.01
6.712,-0.01,0.01,-0.01
6.713,-0.00,0.00,-0.00
6.714,0.01,0.01,0.00
6.732,-0.01,0.01,-0.01
6.736,-0.01,0.00,0.00
6.737,-0.01,0.00,-0.00
6.739,0.00,0.01,0.00
6.740,0.04,0.01,0.00
6.742,-0.01,0.02,-0.00
6.744,0.01,0.00,0.01
6.750,0.01,0.01,-0.01
6.753,-0.02,-0.00,0.00
6.760,-0.00,0.00,0.00
6.763,0.01,-0.02,0.01
6.792,-0.00,0.02,0.00
6.796,-0.00,0.01,-0.01
6.800,-0.01,0.01,-0.00
6.805,-0.02,0.00,-0.00
6.806,-0.01,-0.01,-0.01
6.807,0.00,0.01,-0.01
6.808,0.02,-0.01,0.00
6.809,0.00,0.01,0.01
6.810,-0.01,-0.01,0.01
6.811,-0.01,-0.00,0.00
6.812,0.03,-0.03,-0.00
6.823,-0.02,0.01,-0.00
6.824,0.01,0.00,-0.00
6.825,0.02,0.01,-0.01
6.828,-0.00,0.00,-0.00
6.843,0.00,-0.00,-0.00
6.846,-0.02,-0.01,0.01
6.847,-0.01,-0.00,-0.01
6.848,-0.01,0.01,0.00
6.873,0.02,-0.00,-0.00
6.874,0.01,-0.00,-0.01
6.874,-0.01,0.01,0.00
6.876,0.00,-0.01,0.00
6.877,0.01,0.00,0.00
6.878,0.00,-0.01,-0.00
6.879,-0.01,-0.01,0.00
6.899,-0.01,-0.01,-0.00
6.900,0.03,-0.02,0.00
6.902,0.00,-0.00,-0.01
6.903,-0.00,-0.01,-0.01
6.904,-0.01,-0.00,-0.00
6.905,-0.03,0.00,-0.01
6.907,-0.01,0.01,0.01
6.912,0.00,-0.01,0.00
6.919,-0.02,0.01,0.01
6.920,-0.06,0.02,-0.00
6.925,-0.04,0.02,-0.01
6.947,-0.10,-0.02,0.00
6.951,-0.09,0.02,0.02
6.952,-0.16,0.12,-0.01
6.953,-0.15,0.12,0.02
6.954,-0.04,0.07,0.03
6.954,-0.27,0.12,0.01
6.956,-0.12,0.16,-0.02
6.960,-0.06,0.14,0.02
6.988,-0.14,0.03,0.06
6.989,-0.08,-0.04,0.05
6.990,0.02,-0.09,0.04
6.991,-0.05,-0.06,0.02
6.992,0.01,-0.03,0.04
6.994,0.10,-0.08,0.07
6.995,-0.05,-0.14,0.09
6.996,0.05,-0.11,0.05
7.010,0.03,-0.05,0.07
7.012,-0.10,0.01,0.07
7.012,-0.00,0.03,0.07
7.018,-0.03,0.15,0.07
7.019,-0.04,0.22,0.08
7.023,0.02,0.24,0.07
7.027,-0.02,0.22,0.08
7.053,-0.02,0.19,0.07
7.056,0.05,0.08,0.07
7.057,0.02,-0.04,0.07
7.058,0.03,-0.16,0.06
7.059,0.03,-0.29,0.07
7.060,0.01,-0.36,0.07
7.062,0.02,-0.41,0.06
7.067,0.02,-0.39,0.05
7.084,0.02,-0.33,0.05
7.085,0.08,-0.25,0.04
7.086,0.08,-0.16,0.04
7.087,0.06,-0.05,0.03
