time,x,y,z
2.519,0.01,-0.00,-0.00
2.520,0.02,0.00,-0.01
2.523,0.02,0.00,0.00
2.531,0.01,-0.01,0.00
2.533,0.00,-0.01,-0.01
2.552,-0.01,-0.00,0.00
2.554,0.02,-0.01,-0.00
2.555,0.01,-0.01,-0.00
2.556,-0.00,0.02,0.00
2.557,-0.00,0.00,-0.01
2.558,0.01,0.01,-0.00
2.562,-0.01,0.01,-0.00
2.581,0.01,-0.00,0.00
2.586,0.00,0.01,0.00
2.587,0.01,-0.00,-0.01
2.589,-0.01,-0.02,-0.01
2.590,0.03,-0.01,0.00
2.591,-0.00,0.00,0.00
2.607,-0.01,0.00,-0.01
2.609,0.00,0.02,-0.01
2.610,-0.01,0.01,0.01
2.611,0.01,-0.00,-0.01
2.615,-0.01,0.00,-0.00
2.616,0.01,-0.01,0.01
2.637,0.00,0.00,0.00
2.638,-0.01,0.00,-0.00
2.643,0.01,0.01,0.01
2.644,0.01,-0.01,-0.00
2.644,0.00,-0.01,0.00
2.647,0.01,-0.00,0.00
2.665,-0.01,0.03,-0.00
2.666,0.01,0.02,0.01
2.667,-0.00,0.00,-0.01
2.668,-0.01,-0.01,0.01
2.669,0.02,-0.01,0.00
2.669,0.00,0.01,-0.01
2.673,0.01,-0.01,0.00
2.677,0.01,-0.01,0.01
2.683,0.01,-0.01,-0.01
2.699,-0.00,-0.01,-0.01
2.700,0.00,-0.01,-0.01
2.700,0.00,-0.01,0.01
2.701,0.01,-0.00,-0.00
2.703,0.00,-0.00,-0.00
2.708,-0.01,-0.00,0.00
2.712,0.01,0.02,-0.01
2.730,0.02,-0.00,-0.00
2.732,0.01,0.01,0.01
2.732,-0.00,-0.01,-0.00
2.733,0.01,-0.01,0.00
2.734,0.02,0.01,-0.00
2.740,-0.00,-0.01,-0.00
2.743,0.02,-0.01,-0.00
2.748,0.00,-0.02,0.01
2.764,0.01,0.01,-0.00
2.766,0.01,-0.01,-0.01
2.767,0.00,0.01,0.00
2.767,0.00,0.00,-0.00
2.794,0.01,-0.01,0.01
2.798,-0.00,-0.02,-0.01
2.799,-0.01,0.01,0.01
2.800,-0.01,0.01,-0.01
2.801,-0.01,-0.01,0.01
2.802,-0.01,0.01,-0.01
2.803,0.00,0.01,-0.00
2.804,-0.00,-0.00,-0.01
2.818,0.00,-0.00,0.00
2.819,0.01,0.01,-0.01
2.820,0.01,0.00,0.00
2.820,-0.00,-0.00,0.00
2.823,0.00,0.00,-0.00
2.827,0.01,0.01,0.00
2.832,-0.00,-0.01,-0.00
2.840,-0.00,0.01,-0.00
2.841,0.00,0.00,0.01
2.845,0.01,-0.01,0.00
2.849,-0.00,-0.00,-0.01
2.864,0.00,0.00,0.01
2.865,-0.03,-0.02,0.00
2.866,0.00,0.01,0.00
2.867,-0.00,-0.01,0.01
2.886,0.01,0.01,-0.01
2.887,0.00,-0.01,-0.01
2.889,-0.01,0.01,-0.00
2.890,-0.00,0.01,-0.00
2.891,0.02,0.01,-0.00
2.895,-0.01,-0.00,0.02
2.899,0.02,0.00,0.01
2.914,0.02,-0.01,0.00
2.916,-0.01,-0.01,0.01
2.918,0.00,0.01,0.01
2.920,0.00,0.00,0.00
2.922,-0.00,0.00,0.01
2.954,-0.02,-0.01,-0.01
2.958,-0.00,0.01,-0.01
2.963,-0.02,0.03,0.01
2.966,0.00,0.01,0.01
2.969,0.00,0.01,-0.00
2.970,0.01,0.01,0.00
2.971,-0.01,0.02,-0.01
2.972,0.02,0.00,0.01
2.973,0.03,-0.00,0.00
2.974,-0.01,0.01,0.00
2.975,-0.02,0.03,-0.01
2.976,-0.00,-0.01,0.01
2.992,0.02,-0.01,0.00
2.993,0.00,-0.01,0.00
2.995,0.00,-0.01,0.01
2.998,0.01,0.00,-0.01
2.999,0.01,0.00,0.00
3.000,0.00,0.01,0.00
3.035,0.00,-0.00,-0.01
3.036,-0.01,-0.01,-0.01
3.037,-0.01,-0.01,0.01
3.038,0.01,-0.01,-0.00
3.039,-0.00,0.00,-0.01
3.040,0.01,-0.01,0.00
3.041,-0.01,0.03,-0.00
3.042,0.01,-0.01,0.00
3.043,0.00,0.01,0.00
3.044,0.03,0.00,-0.01
3.049,0.00,0.02,0.00
3.070,-0.00,-0.01,-0.01
3.072,0.00,0.01,-0.00
3.073,-0.01,-0.01,-0.00
3.074,-0.01,0.01,0.00
3.075,-0.01,0.01,-0.00
3.076,-0.01,0.01,0.00
3.080,-0.01,0.00,0.00
3.085,-0.01,0.03,-0.01
3.100,-0.01,-0.01,-0.00
3.101,-0.02,0.02,-0.00
3.102,0.00,-0.03,-0.01
3.104,0.02,-0.01,-0.00
3.129,-0.00,-0.01,-0.01
3.133,-0.00,0.01,-0.01
3.138,-0.00,-0.01,-0.01
3.141,-0.01,-0.01,0.01
3.143,0.00,0.00,-0.01
3.146,-0.00,0.01,-0.00
3.150,0.00,-0.01,-0.00
3.154,0.00,0.00,-0.01
3.157,0.01,-0.01,0.00
3.162,-0.00,0.02,0.01
3.165,-0.02,0.00,-0.00
3.169,0.01,0.01,0.00
3.170,0.00,0.00,-0.01
3.172,-0.01,0.00,0.01
3.173,0.00,-0.02,-0.01
3.173,-0.02,-0.01,0.01
3.193,0.01,0.01,-0.01
3.197,-0.01,-0.01,-0.01
3.202,-0.01,-0.02,0.00
3.204,0.01,-0.01,0.00
3.205,0.00,0.01,-0.00
3.206,-0.02,0.01,-0.01
3.207,0.02,-0.02,-0.00
3.209,0.01,0.00,-0.00
3.235,0.00,-0.01,0.01
3.236,-0.01,0.01,0.01
3.237,0.01,0.01,0.00
3.238,-0.02,0.02,0.00
3.239,-0.02,0.02,0.01
3.239,0.00,0.00,-0.01
3.240,-0.01,0.00,0.00
3.260,0.01,-0.00,-0.01
3.261,0.01,-0.01,0.01
3.262,0.00,0.01,0.01
3.263,-0.00,-0.00,0.01
3.264,0.01,0.00,-0.01
3.269,-0.01,0.02,-0.01
3.270,-0.02,0.03,-0.01
3.291,-0.01,0.02,0.01
3.295,0.01,-0.01,-0.01
3.299,-0.00,-0.00,0.01
3.305,-0.01,-0.01,-0.00
3.306,0.01,0.01,-0.01
3.307,-0.01,0.02,0.00
3.307,0.00,-0.00,-0.01
3.308,0.01,0.00,0.01
3.325,-0.01,-0.00,-0.00
3.326,-0.02,0.01,-0.00
3.327,-0.02,0.01,-0.01
3.327,0.01,-0.01,0.00
3.328,0.01,0.00,-0.00
3.331,0.01,0.01,0.00
3.351,-0.01,0.02,0.01
3.352,0.01,0.00,0.01
3.353,-0.00,-0.01,0.00
3.354,0.00,0.01,-0.01
3.355,-0.00,-0.00,-0.00
3.371,0.01,0.01,-0.00
3.372,0.00,0.00,-0.01
3.373,-0.01,-0.00,-0.00
3.373,0.01,-0.00,-0.00
3.377,0.00,-0.01,0.00
3.381,0.00,-0.00,-0.00
3.386,0.00,0.00,-0.00
3.421,0.00,0.00,-0.00
3.424,-0.01,0.01,0.00
3.424,0.00,0.02,0.00
3.425,0.01,-0.01,0.00
3.426,0.00,0.01,0.00
3.426,-0.00,0.01,0.00
3.427,0.00,-0.01,-0.01
3.427,0.01,-0.02,0.00
3.428,-0.01,-0.01,0.00
3.429,-0.01,0.01,0.01
3.447,-0.01,-0.01,0.00
3.450,-0.01,0.00,-0.00
3.455,-0.01,0.01,-0.00
3.458,0.00,0.00,-0.01
3.460,0.00,-0.00,0.02
3.462,-0.01,0.01,0.01
3.465,0.00,0.00,0.00
3.473,0.02,-0.01,-0.00
3.478,-0.01,0.00,-0.00
3.480,0.01,-0.00,0.00
3.481,0.01,-0.01,-0.00
3.482,0.01,0.00,-0.00
3.497,-0.02,0.01,0.01
3.498,-0.00,-0.02,0.00
3.499,-0.01,0.00,-0.00
3.499,-0.00,-0.01,0.01
3.504,-0.02,-0.01,0.01
3.569,0.01,-0.01,0.00
3.577,-0.00,-0.00,0.00
3.579,0.02,-0.03,0.01
3.582,0.01,0.01,-0.01
3.584,-0.01,0.00,-0.01
3.590,-0.00,-0.00,0.00
3.591,0.00,-0.01,-0.00
3.592,-0.01,0.02,-0.00
